Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,Mentions current AI terms,Languages count,Stars per contributor
eugeneyan applied-ml,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,[],3829,28539,485,0,47,0,https://github.com/eugeneyan/applied-ml,False,0,607.21
ageron handson-ml,⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 instead.,"['Jupyter Notebook', 'Other']",12877,25796,509,18,37,0,https://github.com/ageron/handson-ml,False,2,697.19
microsoft JARVIS,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf","['Python', 'Vue', 'TypeScript', 'Shell', 'JavaScript', 'PowerShell', 'Other']",2057,24481,112,14,23,0,https://github.com/microsoft/JARVIS,False,7,1064.39
ml-explore mlx,MLX: An array framework for Apple silicon,"['C++', 'Python', 'Cuda', 'Metal', 'CMake', 'C']",1409,22986,1554,21,185,65,https://github.com/ml-explore/mlx,False,6,124.25
lukasmasuch best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,[],3046,22907,627,5,55,208,https://github.com/lukasmasuch/best-of-ml-python,False,0,416.49
MLEveryday 100-Days-Of-ML-Code,100-Days-Of-ML-Code中文版,"['Jupyter Notebook', 'Python']",5550,22115,323,1,20,0,https://github.com/MLEveryday/100-Days-Of-ML-Code,False,2,1105.75
mlc-ai mlc-llm,Universal LLM Deployment Engine with ML Compilation,"['Python', 'C++', 'Kotlin', 'Swift', 'Shell', 'CMake', 'Other']",1876,21710,1728,29,149,0,https://github.com/mlc-ai/mlc-llm,True,7,145.7
onnx onnx,Open standard for machine learning interoperability,"['Python', 'C++', 'PureBasic', 'CMake', 'Shell', 'C']",3837,19981,3490,49,342,35,https://github.com/onnx/onnx,False,6,58.42
tensorflow tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,"['TypeScript', 'JavaScript', 'C++', 'Python', 'Starlark', 'HTML', 'Other']",2012,19032,6112,269,325,105,https://github.com/tensorflow/tfjs,False,7,58.56
Unity-Technologies ml-agents,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement learning and imitation learning.,"['C#', 'Python', 'Jupyter Notebook', 'ShaderLab', 'Shell', 'Batchfile']",4396,18914,3544,50,164,63,https://github.com/Unity-Technologies/ml-agents,False,6,115.33
huggingface candle,Minimalist ML framework for Rust,"['Rust', 'C++', 'Metal', 'Cuda', 'Python', 'HTML', 'Other']",1327,18748,2520,136,226,0,https://github.com/huggingface/candle,False,7,82.96
microsoft onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator","['C++', 'Python', 'C', 'C#', 'Cuda', 'Assembly', 'Other']",3587,18591,13776,361,864,63,https://github.com/microsoft/onnxruntime,False,7,21.52
apple ml-stable-diffusion,Stable Diffusion with Core ML on Apple Silicon,"['Python', 'Swift']",1032,17711,127,21,44,7,https://github.com/apple/ml-stable-diffusion,False,2,402.52
NLP-LOVE ML-NLP,此项目是机器学习(Machine Learning)、深度学习(Deep Learning)、NLP面试中常考到的知识点和代码实现，也是作为一个算法工程师必会的理论基础知识。,"['Jupyter Notebook', 'Python', 'Shell']",4646,17359,302,9,2,0,https://github.com/NLP-LOVE/ML-NLP,False,3,8679.5
tensorflow tensor2tensor,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,"['Python', 'Jupyter Notebook', 'Other']",3698,16796,4379,15,222,75,https://github.com/tensorflow/tensor2tensor,False,3,75.66
ddbourgin numpy-ml,"Machine learning, in numpy",['Python'],3787,16211,348,15,13,0,https://github.com/ddbourgin/numpy-ml,False,1,1247.0
dair-ai ml-visuals,🎨 ML Visuals contains figures and templates which you can reuse and customize to improve your scientific writing.,[],1506,16176,44,0,2,0,https://github.com/dair-ai/ml-visuals,False,0,8088.0
kubeflow kubeflow,Machine Learning Toolkit for Kubernetes,[],2578,15324,2593,0,298,93,https://github.com/kubeflow/kubeflow,False,0,51.42
google-ai-edge gallery,A gallery that showcases on-device ML/GenAI use cases and allows people to try and use models locally.,['Kotlin'],1210,14448,195,19,8,16,https://github.com/google-ai-edge/gallery,False,1,1806.0
DataTalksClub mlops-zoomcamp,Free MLOps course from DataTalks.Club,"['Jupyter Notebook', 'Other']",2768,13767,567,5,113,0,https://github.com/DataTalksClub/mlops-zoomcamp,False,2,121.83
alibaba MNN,"MNN is a blazing fast, lightweight deep learning framework, battle-tested by business-critical use cases in Alibaba. Full multimodal LLM Android App:[MNN-LLM-Android](./apps/Android/MnnLlmChat/README.md). MNN TaoAvatar Android - Local 3D Avatar Intelligence: apps/Android/Mnn3dAvatar/README.md","['C++', 'C', 'Python', 'Assembly', 'Kotlin', 'Cuda', 'Other']",2126,13646,2414,15,128,58,https://github.com/alibaba/MNN,True,7,106.61
Unstructured-IO unstructured,"Convert documents to structured data effortlessly. Unstructured is open-source ETL solution for transforming complex documents into clean, structured formats for language models. Visit our website to learn more about our enterprise grade Platform product for production grade workflows, partitioning, enrichments, chunking and embedding.","['HTML', 'Python', 'Shell', 'Rich Text Format', 'Makefile', 'Dockerfile']",1095,13340,1785,50,141,196,https://github.com/Unstructured-IO/unstructured,False,6,94.61
apache predictionio,"PredictionIO, a machine learning server for developers and ML engineers.","['Scala', 'Shell', 'Python', 'HTML', 'Dockerfile', 'Java', 'Smarty']",1917,12534,4495,17,138,1,https://github.com/apache/predictionio,False,7,90.83
DataTalksClub machine-learning-zoomcamp,Learn ML engineering for free in 4 months! Register here 👇🏼,"['Jupyter Notebook', 'Other']",2817,12340,1023,1,131,2,https://github.com/DataTalksClub/machine-learning-zoomcamp,False,2,94.2
deepseek-ai FlashMLA,FlashMLA: Efficient Multi-head Latent Attention Kernels,"['C++', 'Cuda', 'Python', 'C']",910,11892,54,6,14,0,https://github.com/deepseek-ai/FlashMLA,False,4,849.43
ageron handson-ml3,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",['Jupyter Notebook'],4597,11826,1206,31,71,0,https://github.com/ageron/handson-ml3,False,1,166.56
rushter MLAlgorithms,Minimal and clean examples of machine learning algorithms implementations,"['Python', 'Dockerfile']",1774,10933,149,0,25,0,https://github.com/rushter/MLAlgorithms,False,2,437.32
twitter the-algorithm-ml,Source code for Twitter's Recommendation Algorithm,"['Python', 'Shell']",2233,10418,2,34,0,0,https://github.com/twitter/the-algorithm-ml,False,2,
autogluon autogluon,Fast and Accurate ML in 3 Lines of Code,"['Python', 'Other']",1099,9669,2746,28,138,37,https://github.com/autogluon/autogluon,False,2,70.07
pycaret pycaret,"An open-source, low-code machine learning library in Python","['Jupyter Notebook', 'Python']",1845,9629,5371,34,126,29,https://github.com/pycaret/pycaret,False,2,76.42
Oneflow-Inc oneflow,"OneFlow is a deep learning framework designed to be user-friendly, scalable and efficient.","['C++', 'Python', 'Cuda', 'C', 'MLIR', 'CMake', 'Other']",1010,9374,9551,180,156,34,https://github.com/Oneflow-Inc/oneflow,False,7,60.09
dotnet machinelearning,ML.NET is an open source and cross-platform machine learning framework for .NET.,"['C#', 'C++', 'PowerShell', 'Shell', 'CMake', 'Python', 'Other']",1939,9295,3032,7,236,38,https://github.com/dotnet/machinelearning,False,7,39.39
tensorflow tfjs-core,WebGL-accelerated ML // linear algebra // automatic differentiation for JavaScript.,"['TypeScript', 'JavaScript', 'Other']",941,8459,1408,11,123,5,https://github.com/tensorflow/tfjs-core,False,3,68.77
vaexio vaex,"Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a billion rows per second 🚀","['Python', 'JavaScript', 'C++', 'HTML', 'PHP', 'Shell', 'Other']",603,8456,3712,102,67,4,https://github.com/vaexio/vaex,False,7,126.21
dair-ai ML-Papers-Explained,Explanation to key concepts in ML,[],662,8124,461,2,6,0,https://github.com/dair-ai/ML-Papers-Explained,False,0,1354.0
ml-explore mlx-examples,Examples in the MLX framework,"['Python', 'Jupyter Notebook', 'Other']",1111,8027,674,12,183,0,https://github.com/ml-explore/mlx-examples,False,3,43.86
amueller introduction_to_ml_with_python,"Notebooks and code for the book ""Introduction to Machine Learning with Python""","['Jupyter Notebook', 'Python']",4690,7954,106,2,14,0,https://github.com/amueller/introduction_to_ml_with_python,False,2,568.14
jivoi awesome-ml-for-cybersecurity,Machine Learning for Cyber Security,[],1841,7907,147,17,18,0,https://github.com/jivoi/awesome-ml-for-cybersecurity,False,0,439.28
apple ml-fastvlm,"This repository contains the official implementation of ""FastVLM: Efficient Vision Encoding for Vision Language Models"" - CVPR 2025","['Python', 'Swift', 'Shell', 'Other']",511,7030,1,7,0,0,https://github.com/apple/ml-fastvlm,False,4,
likedan Awesome-CoreML-Models,Largest list of models for Core ML (for iOS 11+),['Python'],506,6880,151,4,15,0,https://github.com/likedan/Awesome-CoreML-Models,False,1,458.67
pliang279 awesome-multimodal-ml,Reading list for research topics in multimodal machine learning,[],897,6746,435,4,35,0,https://github.com/pliang279/awesome-multimodal-ml,False,0,192.74
traceloop openllmetry,"Open-source observability for your GenAI or LLM application, based on OpenTelemetry",['Python'],844,6661,1250,216,102,229,https://github.com/traceloop/openllmetry,True,1,65.3
flyteorg flyte,"Scalable and flexible workflow orchestration platform that seamlessly unifies data, ML and analytics stacks.","['Go', 'Python', 'Shell', 'Makefile', 'Mustache', 'Smarty']",764,6624,4783,71,307,151,https://github.com/flyteorg/flyte,True,6,21.58
ml5js ml5-library,Friendly machine learning for the web! 🤖,['JavaScript'],906,6589,2454,67,85,50,https://github.com/ml5js/ml5-library,False,1,77.52
tensorflow serving,"A flexible, high-performance serving system for machine learning models","['C++', 'Starlark', 'Python', 'Other']",2203,6334,9177,58,220,122,https://github.com/tensorflow/serving,False,4,28.79
mlpack mlpack,"mlpack: a fast, header-only C++ machine learning library","['C++', 'C', 'CMake', 'Python', 'Shell', 'Go', 'Other']",1681,5558,30704,13,265,52,https://github.com/mlpack/mlpack,False,7,20.97
dibgerge ml-coursera-python-assignments,Python assignments for the machine learning class by andrew ng on coursera with complete submission for grading capability and re-written instructions.,"['Jupyter Notebook', 'Python']",2164,5553,51,8,23,0,https://github.com/dibgerge/ml-coursera-python-assignments,False,2,241.43
Tencent MLeaksFinder,Find memory leaks in your iOS app at develop time.,"['Objective-C', 'Ruby']",944,5449,73,8,4,0,https://github.com/Tencent/MLeaksFinder,False,2,1362.25
flashlight flashlight,A C++ standalone library for machine learning,"['C++', 'Jupyter Notebook', 'CMake', 'Python', 'C', 'Cuda', 'Shell']",503,5428,1520,28,55,5,https://github.com/flashlight/flashlight,False,7,98.69
christophM interpretable-ml-book,Book about interpretable machine learning,"['Jupyter Notebook', 'TeX', 'Python', 'R', 'HTML', 'CSS', 'Other']",1085,5153,2123,1,80,4,https://github.com/christophM/interpretable-ml-book,False,7,64.41
rasbt mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.,"['Python', 'TeX']",889,5086,1661,19,106,32,https://github.com/rasbt/mlxtend,False,2,47.98
katanaml sparrow,"Structured data extraction and instruction calling with ML, LLM and Vision LLM","['Python', 'Other']",506,5063,911,0,7,20,https://github.com/katanaml/sparrow,True,2,723.29
apple coremltools,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.","['Python', 'C++', 'Swift', 'C', 'Objective-C++', 'CMake', 'Other']",739,5058,1266,30,179,45,https://github.com/apple/coremltools,False,7,28.26
apple ml-depth-pro,Depth Pro: Sharp Monocular Metric Depth in Less Than a Second.,"['Python', 'Shell']",383,5050,6,10,3,0,https://github.com/apple/ml-depth-pro,False,2,1683.33
ashleve lightning-hydra-template,PyTorch Lightning + Hydra. A very user-friendly template for ML experimentation. ⚡🔥⚡,"['Python', 'Makefile', 'Shell']",740,5039,442,14,29,14,https://github.com/ashleve/lightning-hydra-template,False,3,173.76
MingchaoZhu InterpretableMLBook,《可解释的机器学习--黑盒模型可解释性理解指南》，该书为《Interpretable Machine Learning》中文版,[],688,4905,24,3,0,2,https://github.com/MingchaoZhu/InterpretableMLBook,False,0,
Engineer1999 A-Curated-List-of-ML-System-Design-Case-Studies,"This repository contains a curated collection of 300+ case studies from over 80 companies, detailing practical applications and insights into machine learning (ML) system design. The contents are organized to help you easily find relevant case studies based on industry or specific ML use cases.",[],650,4824,10,0,0,0,https://github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies,False,0,
FluxML Flux.jl,Relax! Flux is the ML library that doesn't make you tensor,['Julia'],617,4684,5027,57,247,113,https://github.com/FluxML/Flux.jl,False,1,18.96
dotnet machinelearning-samples,"Samples for ML.NET, an open source and cross-platform machine learning framework for .NET.",['PowerShell'],2704,4656,1420,51,95,6,https://github.com/dotnet/machinelearning-samples,False,1,49.01
hudson-and-thames mlfinlab,"MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools.",['Python'],1229,4453,11,4,22,0,https://github.com/hudson-and-thames/mlfinlab,False,1,202.41
jonkrohn ML-foundations,"Machine Learning Foundations: Linear Algebra, Calculus, Statistics & Computer Science",['Jupyter Notebook'],2144,4446,496,5,2,0,https://github.com/jonkrohn/ML-foundations,False,1,2223.0
py-why EconML,ALICE (Automated Learning and Intelligence for Causation and Economics) is a Microsoft Research project aimed at applying Artificial Intelligence concepts to economic decision making. One of its goals is to build a toolkit that combines state-of-the-art machine learning techniques with econometrics in order to bring automation to complex causal …,"['Jupyter Notebook', 'Python', 'Cython', 'Other']",791,4410,558,26,49,34,https://github.com/py-why/EconML,False,4,90.0
amazon-archives amazon-dsstne,Deep Scalable Sparse Tensor Network Engine (DSSTNE) is an Amazon developed library for building Deep Learning (DL) machine learning (ML) models,"['C++', 'Cuda', 'Java', 'C', 'Python', 'Makefile', 'Other']",726,4403,426,1,37,0,https://github.com/amazon-archives/amazon-dsstne,False,7,119.0
chiphuyen ml-interviews-book,https://huyenchip.com/ml-interviews-book/,"['HTML', 'Other']",652,4384,148,7,19,0,https://github.com/chiphuyen/ml-interviews-book,False,2,230.74
zhaochenyang20 Awesome-ML-SYS-Tutorial,My learning notes/codes for ML SYS.,['Python'],265,4352,951,1,53,0,https://github.com/zhaochenyang20/Awesome-ML-SYS-Tutorial,False,1,82.11
khanhnamle1994 cracking-the-data-science-interview,"A Collection of Cheatsheets, Books, Questions, and Portfolio For DS/ML Interview Prep","['Jupyter Notebook', 'HTML', 'Python', 'R', 'CSS', 'Less']",1172,4329,520,5,3,0,https://github.com/khanhnamle1994/cracking-the-data-science-interview,False,6,1443.0
Azure MachineLearningNotebooks,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft,"['Jupyter Notebook', 'Python', 'Other']",2566,4326,1307,45,59,0,https://github.com/Azure/MachineLearningNotebooks,False,3,73.32
andrewekhalel MLQuestions,Machine Learning and Computer Vision Engineer - Technical Interview Questions,[],692,4279,34,3,10,0,https://github.com/andrewekhalel/MLQuestions,False,0,427.9
iterative cml,♾️ CML - Continuous Machine Learning | CI/CD for ML,"['JavaScript', 'Dockerfile', 'HCL']",348,4160,648,3,37,72,https://github.com/iterative/cml,False,3,112.43
googlesamples mlkit,A collection of sample apps to demonstrate how to use Google's ML Kit APIs on Android and iOS,"['Java', 'Kotlin', 'Objective-C', 'Swift', 'Other']",3061,4054,541,3,16,0,https://github.com/googlesamples/mlkit,False,5,253.38
snipsco snips-nlu,Snips Python library to extract meaning from text,['Python'],512,3948,2154,2,12,58,https://github.com/snipsco/snips-nlu,False,1,329.0
zvtvz zvt,modular quant framework.,"['Python', 'CSS', 'Shell']",950,3864,877,5,55,42,https://github.com/zvtvz/zvt,False,3,70.25
apachecn hands-on-ml-zh,📖 [译] Sklearn 与 TensorFlow 机器学习实用指南【版权问题，网站已下线！！】,"['CSS', 'HTML', 'JavaScript', 'Python', 'Shell']",1537,3829,1,0,0,0,https://github.com/apachecn/hands-on-ml-zh,False,5,
openxla xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators","['C++', 'Starlark', 'MLIR', 'Python', 'C', 'Smarty', 'Other']",705,3763,41524,465,789,0,https://github.com/openxla/xla,False,7,4.77
johnmyleswhite ML_for_Hackers,"Code accompanying the book ""Machine Learning for Hackers""","['R', 'CSS']",2205,3762,88,13,7,0,https://github.com/johnmyleswhite/ML_for_Hackers,False,2,537.43
polyaxon polyaxon,MLOps Tools For Managing & Orchestrating The Machine Learning LifeCycle,[],325,3686,10327,2,92,0,https://github.com/polyaxon/polyaxon,False,0,40.07
apple tensorflow_macos,TensorFlow for macOS 11.0+ accelerated using Apple's ML Compute framework.,['Shell'],306,3669,9,6,5,0,https://github.com/apple/tensorflow_macos,False,1,733.8
PAIR-code lit,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and framework agnostic interface.,"['TypeScript', 'Python', 'CSS', 'JavaScript', 'Jupyter Notebook', 'Liquid', 'Other']",369,3615,1587,81,38,14,https://github.com/PAIR-code/lit,False,7,95.13
mrdbourke zero-to-mastery-ml,All course materials for the Zero to Mastery Machine Learning and Data Science course.,['Jupyter Notebook'],3693,3531,414,10,26,0,https://github.com/mrdbourke/zero-to-mastery-ml,False,1,135.81
ml-tooling ml-workspace,🛠 All-in-one web-based IDE specialized for machine learning and data science.,"['Jupyter Notebook', 'Python', 'JavaScript', 'Shell', 'HTML', 'Dockerfile', 'Lua']",458,3526,847,0,8,4,https://github.com/ml-tooling/ml-workspace,False,7,440.75
tensorflow hub,A library for transfer learning by reusing parts of TensorFlow models.,"['Python', 'Starlark', 'Shell']",1654,3523,1188,3,102,20,https://github.com/tensorflow/hub,False,3,34.54
esokolov ml-course-hse,Машинное обучение на ФКН ВШЭ,"['Jupyter Notebook', 'TeX', 'Other']",1206,3513,1067,25,48,0,https://github.com/esokolov/ml-course-hse,False,3,73.19
Avik-Jain 100-Days-of-ML-Code-Chinese-Version,Chinese Translation for Machine Learning Infographics,['Python'],948,3513,23,0,2,0,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version,False,1,1756.5
microsoft hummingbird,Hummingbird compiles trained ML models into tensor computation for faster inference.,"['Python', 'Jupyter Notebook', 'Other']",286,3506,481,10,38,25,https://github.com/microsoft/hummingbird,False,3,92.26
ashishpatel26 Andrew-NG-Notes,This is Andrew NG Coursera Handwritten Notes.,['Jupyter Notebook'],1204,3483,38,3,4,0,https://github.com/ashishpatel26/Andrew-NG-Notes,False,1,870.75
girafe-ai ml-course,Open Machine Learning course,"['Jupyter Notebook', 'Python']",1293,3385,70,19,6,5,https://github.com/girafe-ai/ml-course,False,2,564.17
Sakura-gh ML-notes,notes about machine learning,"['HTML', 'Jupyter Notebook', 'Python']",902,3309,116,1,0,0,https://github.com/Sakura-gh/ML-notes,False,3,
helblazer811 ManimML,ManimML is a project focused on providing animations and visualizations of common machine learning concepts with the Manim Community Library.,"['Python', 'Makefile']",198,3265,119,2,4,2,https://github.com/helblazer811/ManimML,False,2,816.25
GokuMohandas mlops-course,"Learn how to design, develop, deploy and iterate on production-grade ML applications.","['Jupyter Notebook', 'Python', 'Other']",576,3233,1,1,0,0,https://github.com/GokuMohandas/mlops-course,False,3,
mljar mljar-supervised,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and Automatic Documentation",['Python'],429,3219,1239,4,26,66,https://github.com/mljar/mljar-supervised,False,1,123.81
xenova whisper-web,ML-powered speech recognition directly in your browser,"['TypeScript', 'JavaScript', 'Other']",410,3172,75,11,3,0,https://github.com/xenova/whisper-web,False,3,1057.33
patrickloeber ml-study-plan,The Ultimate FREE Machine Learning Study Plan,[],436,3134,23,4,5,0,https://github.com/patrickloeber/ml-study-plan,False,0,626.8
bfortuner ml-glossary,Machine learning glossary,"['Python', 'Jupyter Notebook']",734,3103,161,7,69,0,https://github.com/bfortuner/ml-glossary,False,2,44.97
aksnzhy xlearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.","['C++', 'Shell', 'Python', 'Makefile', 'CMake', 'C', 'Other']",517,3099,1342,11,25,15,https://github.com/aksnzhy/xlearn,False,7,123.96
Tencent tencent-ml-images,Largest multi-label image database; ResNet-101 model; 80.73% top-1 acc on ImageNet,"['Python', 'Shell']",513,3079,156,4,4,0,https://github.com/Tencent/tencent-ml-images,False,2,769.75
Blaizzy mlx-audio,"A text-to-speech (TTS), speech-to-text (STT) and speech-to-speech (STS) library built on Apple's MLX framework, providing efficient speech analysis on Apple Silicon.","['Python', 'Swift', 'TypeScript', 'C', 'Other']",241,3002,205,8,27,12,https://github.com/Blaizzy/mlx-audio,False,5,111.19
ml-explore mlx-lm,Run LLMs with MLX,['Python'],317,2995,650,36,68,16,https://github.com/ml-explore/mlx-lm,False,1,44.04
libffcv ffcv,FFCV: Fast Forward Computer Vision (and other ML workloads!),"['Python', 'C++', 'Other']",180,2986,944,12,28,3,https://github.com/libffcv/ffcv,False,3,106.64
BayesWitnesses m2cgen,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart, Haskell, Ruby, F#, Rust) with zero dependencies","['Python', 'Elixir', 'PowerShell', 'Dart', 'Rust', 'Java', 'Other']",254,2937,376,20,14,13,https://github.com/BayesWitnesses/m2cgen,False,7,209.79
googlesamples android-vision,Deprecated: The Mobile Vision API is now a part of ML Kit: Check out this repo:,['Java'],1705,2922,77,15,13,0,https://github.com/googlesamples/android-vision,False,1,224.77
awesome-mlss awesome-mlss,🤖 Machine Learning Summer School Guide,"['HTML', 'JavaScript', 'Python', 'CSS', 'Ruby']",321,2917,669,1,89,0,https://github.com/awesome-mlss/awesome-mlss,False,5,32.78
ashishps1 learn-ai-engineering,Learn AI and LLMs from scratch using free resources,[],733,2888,31,2,5,0,https://github.com/ashishps1/learn-ai-engineering,False,0,577.6
eugeneyan ml-surveys,"📋 Survey papers summarizing advances in deep learning, NLP, CV, graphs, reinforcement learning, recommendations, graphs, etc.",[],290,2870,44,1,8,0,https://github.com/eugeneyan/ml-surveys,False,0,358.75
hosseinmoein DataFrame,"C++ DataFrame for statistical, financial, and ML analysis in modern C++","['C++', 'Other']",350,2866,2364,1,21,34,https://github.com/hosseinmoein/DataFrame,False,2,136.48
mercari ml-system-design-pattern,System design patterns for machine learning,[],339,2842,130,0,7,0,https://github.com/mercari/ml-system-design-pattern,False,0,406.0
kzbkzb Python-AI,深度学习100例、深度学习DL、图片分类、目标识别、目标检测、自然语言处理nlp、文本分类、TensorFlow、PyTorch,['Jupyter Notebook'],453,2808,132,0,0,0,https://github.com/kzbkzb/Python-AI,False,1,
tirthajyoti Papers-Literature-ML-DL-RL-AI,"Highly cited and useful papers related to machine learning, deep learning, AI, game theory, reinforcement learning",[],783,2756,310,1,3,0,https://github.com/tirthajyoti/Papers-Literature-ML-DL-RL-AI,False,0,918.67
huggingface swift-coreml-diffusers,Swift app demonstrating Core ML Stable Diffusion,['Swift'],238,2720,67,5,7,0,https://github.com/huggingface/swift-coreml-diffusers,False,1,388.57
mljs ml,Machine learning tools in JavaScript,['JavaScript'],213,2701,357,0,14,68,https://github.com/mljs/ml,False,1,192.93
apple ml-ane-transformers,Reference implementation of the Transformer architecture optimized for Apple Neural Engine (ANE),"['Python', 'Makefile']",91,2668,5,3,0,3,https://github.com/apple/ml-ane-transformers,False,2,
tensorflow tflite-micro,Infrastructure to enable deployment of ML models to low-power resource-constrained embedded targets (including microcontrollers and digital signal processors).,"['C++', 'Python', 'Starlark', 'C', 'Shell', 'Makefile', 'Other']",968,2646,1742,18,109,0,https://github.com/tensorflow/tflite-micro,False,7,24.28
spotify scio,A Scala API for Apache Beam and Google Cloud Dataflow.,"['Scala', 'Java', 'Python', 'CSS', 'Shell', 'C++']",526,2613,5619,19,158,153,https://github.com/spotify/scio,False,6,16.54
BBuf tvm_mlir_learn,compiler learning resources collect.,"['Python', 'C', 'Assembly', 'C++', 'Jupyter Notebook', 'Makefile', 'Shell']",360,2604,166,0,2,0,https://github.com/BBuf/tvm_mlir_learn,False,7,1302.0
FurkanGozukara Stable-Diffusion,"FLUX, Stable Diffusion, SDXL, SD3, LoRA, Fine Tuning, DreamBooth, Training, Automatic1111, Forge WebUI, SwarmUI, DeepFake, TTS, Animation, Text To Video, Tutorials, Guides, Lectures, Courses, ComfyUI, Google Colab, RunPod, Kaggle, NoteBooks, ControlNet, TTS, Voice Cloning, AI, AI News, ML, ML News, News, Tech, Tech News, Kohya, Midjourney, RunPod","['JavaScript', 'Jupyter Notebook', 'Python', 'Shell']",357,2601,2288,2,2,0,https://github.com/FurkanGozukara/Stable-Diffusion,False,4,1300.5
underlines awesome-ml,Curated list of useful LLM / Analytics / Datascience resources,[],219,2560,663,8,16,0,https://github.com/underlines/awesome-ml,True,0,160.0
apachecn fe4ml-zh,📖 [译] 面向机器学习的特征工程,"['JavaScript', 'CSS', 'HTML', 'Other']",676,2551,133,0,12,0,https://github.com/apachecn/fe4ml-zh,False,4,212.58
microsoft DirectML,"⚠️DirectML is in maintenance mode ⚠️ DirectML is a high-performance, hardware-accelerated DirectX 12 library for machine learning. DirectML provides GPU acceleration for common machine learning tasks across a broad range of supported hardware and drivers, including all DirectX 12-capable GPUs from vendors such as AMD, Intel, NVIDIA, and Qualcomm.","['C++', 'Python', 'C', 'CMake', 'PowerShell', 'Shell']",326,2538,215,4,46,0,https://github.com/microsoft/DirectML,False,6,55.17
michaelgutmann ml-pen-and-paper-exercises,Pen and paper exercises in machine learning,"['TeX', 'Other']",208,2523,27,3,8,0,https://github.com/michaelgutmann/ml-pen-and-paper-exercises,False,2,315.38
FeatureBaseDB featurebase,"A crazy fast analytical database, built on bitmaps. Perfect for ML applications. Learn more at: http://docs.featurebase.com/. Start a Docker instance: https://hub.docker.com/r/featurebasedb/featurebase","['Go', 'TypeScript', 'JavaScript', 'Shell', 'Makefile', 'SCSS', 'Other']",232,2523,5576,2,52,39,https://github.com/FeatureBaseDB/featurebase,False,7,48.52
lukas ml-class,Machine learning lessons and teaching projects designed for engineers,"['Jupyter Notebook', 'Python', 'Other']",1180,2511,643,6,14,0,https://github.com/lukas/ml-class,False,3,179.36
virginiakm1988 ML2022-Spring,**Official** 李宏毅 (Hung-yi Lee) 機器學習 Machine Learning 2022 Spring,['Jupyter Notebook'],551,2505,61,1,15,0,https://github.com/virginiakm1988/ML2022-Spring,False,1,167.0
jiqizhixin ML-Tutorial-Experiment,Coding the Machine Learning Tutorial for Learning to Learn,"['Jupyter Notebook', 'Python']",728,2504,71,0,3,0,https://github.com/jiqizhixin/ML-Tutorial-Experiment,False,2,834.67
mlua-rs mlua,High level Lua 5.4/5.3/5.2/5.1 (including LuaJIT) and Luau bindings to Rust with async/await support,"['Rust', 'Other']",187,2476,1791,7,42,20,https://github.com/mlua-rs/mlua,False,2,58.95
paulpierre RasaGPT,"💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","['Python', 'Makefile', 'Shell', 'Dockerfile']",254,2452,30,3,6,0,https://github.com/paulpierre/RasaGPT,True,4,408.67
GoogleCloudPlatform asl-ml-immersion,This repos contains notebooks for the Advanced Solutions Lab: ML Immersion,"['Jupyter Notebook', 'Python', 'Shell', 'HTML', 'Dockerfile', 'Makefile']",1419,2451,2068,18,20,4,https://github.com/GoogleCloudPlatform/asl-ml-immersion,False,6,122.55
DorsaRoh Machine-Learning,ML from scratch,"['Jupyter Notebook', 'Python']",200,2430,107,2,0,0,https://github.com/DorsaRoh/Machine-Learning,False,2,
